"unigram","bigram","freq"
"go","and",16
"go","for",16
"great","to",16
"had","not",16
"had","some",16
"half","of",16
"have","one",16
"he","does",16
"he","gets",16
"help","me",16
"him","for",16
"his","life",16
"how","are",16
"how","can",16
"i","cannot",16
"i","find",16
"i","loved",16
"id","like",16
"important","to",16
"in","every",16
"in","march",16
"in","washington",16
"is","good",16
"is","how",16
"is","important",16
"is","scheduled",16
"it","down",16
"it","its",16
"its","about",16
"just","about",16
"just","in",16
"knew","that",16
"know","about",16
"little","bit",16
"makes","a",16
"managed","to",16
"me","at",16
"much","for",16
"my","friends",16
"name","of",16
"not","in",16
"not","that",16
"now","its",16
"on","may",16
"on","some",16
"on","thursday",16
"one","i",16
"or","so",16
"other","hand",16
"other","than",16
"out","my",16
"over","a",16
"pair","of",16
"people","with",16
"picture","of",16
"power","to",16
"put","it",16
"put","the",16
"read","the",16
"s","and",16
"said","and",16
"saturday","night",16
"see","if",16
"start","to",16
"state","and",16
"taking","a",16
"tend","to",16
"that","all",16
"that","as",16
"that","ive",16
"that","people",16
"the","better",16
"the","chance",16
"the","countrys",16
"the","dark",16
"the","department",16
"the","former",16
"the","goal",16
"the","largest",16
"the","left",16
"the","park",16
"the","phone",16
"the","question",16
"the","small",16
"the","song",16
"the","table",16
"the","work",16
"they","need",16
"they","said",16
"thing","is",16
"thinking","about",16
"this","isnt",16
"though","i",16
"time","on",16
"time","we",16
"to","add",16
"to","being",16
"to","end",16
"to","enjoy",16
"to","follow",16
"to","pick",16
"to","throw",16
"to","walk",16
"used","in",16
"want","a",16
"was","being",16
"was","really",16
"was","there",16
"ways","to",16
"what","would",16
"where","a",16
"will","take",16
"within","a",16
"won","the",16
"work","in",16
"would","say",16
"years","to",16
"york","city",16
"a","decade",15
"a","family",15
"a","girl",15
"a","hand",15
"a","movie",15
"a","national",15
"a","pair",15
"a","recent",15
"a","result",15
"a","ton",15
"a","total",15
"about","minutes",15
"above","the",15
"ago","i",15
"all","you",15
"allowed","to",15
"always","be",15
"and","asked",15
"and","do",15
"and","hes",15
"and","others",15
"and","why",15
"and","would",15
"and","yet",15
"around","and",15
"be","better",15
"be","seen",15
"be","very",15
"bring","the",15
"by","an",15
"can","find",15
"can","have",15
"choose","to",15
"clear","that",15
"could","do",15
"day","in",15
"dealing","with",15
"dont","really",15
"earlier","this",15
"enjoy","the",15
"even","a",15
"filled","with",15
"for","being",15
"for","instance",15
"for","many",15
"found","that",15
"fun","to",15
"get","off",15
"get","your",15
"give","me",15
"had","never",15
"has","done",15
"have","made",15
"he","and",15
"he","doesnt",15
"he","told",15
"he","went",15
"headed","to",15
"heard","of",15
"her","in",15
"here","in",15
"him","a",15
"house","and",15
"how","it",15
"how","they",15
"i","asked",15
"i","wonder",15
"ice","cream",15
"ideas","and",15
"if","your",15
"im","just",15
"in","many",15
"in","san",15
"including","a",15
"is","coming",15
"is","nothing",15
"is","your",15
"it","feels",15
"its","in",15
"keep","it",15
"level","of",15
"look","for",15
"make","them",15
"make","you",15
"making","it",15
"me","of",15
"my","best",15
"my","last",15
"new","year",15
"next","time",15
"night","and",15
"no","i",15
"of","good",15
"of","many",15
"on","all",15
"on","sunday",15
"one","and",15
"one","another",15
"one","to",15
"open","to",15
"or","just",15
"outside","of",15
"people","have",15
"place","the",15
"planned","to",15
"related","to",15
"relationship","with",15
"risk","of",15
"said","this",15
"say","i",15
"school","and",15
"she","will",15
"so","excited",15
"so","its",15
"supreme","court",15
"take","care",15
"than","i",15
"than","that",15
"that","god",15
"that","no",15
"the","amount",15
"the","bill",15
"the","blog",15
"the","body",15
"the","building",15
"the","characters",15
"the","child",15
"the","food",15
"the","lead",15
"the","little",15
"the","nations",15
"the","pain",15
"the","party",15
"the","previous",15
"the","tax",15
"the","week",15
"them","for",15
"this","past",15
"through","a",15
"time","it",15
"time","you",15
"times","in",15
"to","catch",15
"to","ensure",15
"to","let",15
"to","life",15
"to","not",15
"to","pass",15
"to","set",15
"to","step",15
"to","support",15
"to","turn",15
"to","wear",15
"up","i",15
"us","the",15
"very","good",15
"very","much",15
"way","it",15
"we","love",15
"we","went",15
"who","were",15
"why","not",15
"will","also",15
"with","and",15
"with","two",15
"with","what",15
"work","i",15
"work","is",15
"yeah","i",15
"years","after",15
"years","in",15
"you","make",15
"you","must",15
"you","never",15
"you","who",15
"you","with",15
"your","favorite",15
"your","heart",15
"a","bunch",14
"a","dream",14
"a","happy",14
"a","local",14
"a","much",14
"about","our",14
"about","you",14
"and","give",14
"and","got",14
"and","never",14
"and","try",14
"and","who",14
"as","for",14
"as","in",14
"as","is",14
"at","first",14
"at","night",14
"at","no",14
"back","with",14
"be","held",14
"be","so",14
"before","you",14
"billion","in",14
"both","of",14
"bunch","of",14
"but","dont",14
"but","no",14
"but","thats",14
"came","in",14
"came","up",14
"can","help",14
"can","still",14
"can","tell",14
"collection","of",14
"coming","back",14
"continues","to",14
"death","of",14
"despite","the",14
"do","anything",14
"do","something",14
"do","what",14
"done","in",14
"easier","to",14
"effort","to",14
"even","in",14
"far","as",14
"focused","on",14
"for","good",14
"four","years",14
"game","of",14
"get","up",14
"getting","the",14
"good","news",14
"good","thing",14
"good","time",14
"great","time",14
"have","gone",14
"have","seen",14
"having","to",14
"he","got",14
"hear","the",14
"here","i",14
"him","the",14
"his","mother",14
"how","did",14
"how","he",14
"how","long",14
"i","came",14
"i","finally",14
"im","looking",14
"im","still",14
"in","april",14
"in","general",14
"in","mind",14
"in","more",14
"in","november",14
"in","south",14
"in","such",14
"in","these",14
"in","years",14
"is","already",14
"is","and",14
"is","because",14
"is","doing",14
"is","out",14
"is","too",14
"just","got",14
"just","like",14
"just","want",14
"last","time",14
"let","the",14
"look","forward",14
"love","of",14
"love","with",14
"make","this",14
"makes","it",14
"matter","how",14
"matter","what",14
"me","feel",14
"me","for",14
"me","it",14
"men","and",14
"months","of",14
"moved","to",14
"my","blog",14
"my","name",14
"my","parents",14
"now","a",14
"of","american",14
"off","and",14
"officials","said",14
"one","was",14
"only","the",14
"or","even",14
"or","in",14
"our","house",14
"out","at",14
"pay","a",14
"people","that",14
"plan","for",14
"please","please",14
"read","it",14
"real","estate",14
"run","the",14
"said","there",14
"say","it",14
"say","they",14
"says","he",14
"school","in",14
"second","half",14
"she","also",14
"should","not",14
"so","good",14
"so","when",14
"starting","to",14
"still","a",14
"stop","by",14
"story","is",14
"sure","that",14
"sure","you",14
"that","these",14
"that","when",14
"the","bank",14
"the","beach",14
"the","box",14
"the","corner",14
"the","days",14
"the","death",14
"the","early",14
"the","edge",14
"the","european",14
"the","fourth",14
"the","full",14
"the","head",14
"the","issue",14
"the","life",14
"the","loss",14
"the","men",14
"the","neighborhood",14
"the","news",14
"the","nfl",14
"the","post",14
"the","red",14
"the","river",14
"the","scene",14
"the","situation",14
"the","subject",14
"the","teams",14
"the","title",14
"the","video",14
"the","west",14
"them","i",14
"them","out",14
"then","we",14
"these","things",14
"they","did",14
"this","and",14
"this","point",14
"thought","of",14
"thought","that",14
"time","he",14
"time","when",14
"to","anyone",14
"to","break",14
"to","cover",14
"to","everyone",14
"to","explain",14
"to","feel",14
"to","happen",14
"to","listen",14
"to","miss",14
"to","offer",14
"to","percent",14
"to","pull",14
"to","raise",14
"to","reach",14
"to","speak",14
"turned","out",14
"used","the",14
"valentines","day",14
"very","very",14
"visit","the",14
"wall","street",14
"was","great",14
"was","only",14
"whats","your",14
"which","will",14
"white","house",14
"why","did",14
"why","we",14
"will","always",14
"will","help",14
"will","see",14
"win","a",14
"with","each",14
"with","other",14
"working","with",14
"worry","about",14
"year","old",14
"yes","i",14
"you","feel",14
"you","still",14
"you","too",14
"youre","in",14
"a","black",13
"a","card",13
"a","dog",13
"a","gift",13
"a","half",13
"a","kid",13
"a","red",13
"a","student",13
"a","tiny",13
"about","her",13
"accused","of",13
"added","to",13
"all","night",13
"all","right",13
"am","going",13
"am","to",13
"an","easy",13
"an","opportunity",13
"and","after",13
"and","am",13
"and","on",13
"and","out",13
"and","two",13
"are","already",13
"are","we",13
"arrived","at",13
"at","and",13
"at","their",13
"at","times",13
"aware","of",13
"away","the",13
"back","into",13
"be","like",13
"be","made",13
"be","that",13
"began","to",13
"believe","in",13
"best","to",13
"between","and",13
"but","hes",13
"by","this",13
"call","the",13
"came","back",13
"center","for",13
"center","in",13
"day","the",13
"day","with",13
"decision","to",13
"determined","to",13
"does","the",13
"doesnt","mean",13
"doing","it",13
"each","year",13
"executive","director",13
"fan","of",13
"federal","government",13
"find","the",13
"followed","by",13
"for","several",13
"for","something",13
"for","yards",13
"friend","and",13
"from","our",13
"get","me",13
"get","on",13
"gets","a",13
"getting","to",13
"give","up",13
"given","to",13
"god","but",13
"has","come",13
"have","more",13
"have","taken",13
"he","made",13
"he","wasnt",13
"head","coach",13
"help","you",13
"hes","not",13
"his","career",13
"home","from",13
"hope","that",13
"i","agree",13
"i","ever",13
"i","live",13
"i","swear",13
"i","try",13
"ill","have",13
"in","at",13
"in","california",13
"in","case",13
"in","chicago",13
"in","he",13
"in","life",13
"in","may",13
"in","october",13
"in","part",13
"in","particular",13
"in","prison",13
"is","called",13
"it","be",13
"it","from",13
"it","not",13
"its","an",13
"its","easy",13
"its","very",13
"ive","ever",13
"know","it",13
"last","season",13
"last","two",13
"lets","get",13
"like","an",13
"looking","to",13
"lot","to",13
"me","too",13
"me","what",13
"me","with",13
"more","i",13
"more","money",13
"much","to",13
"my","eyes",13
"my","way",13
"name","is",13
"night","i",13
"night","in",13
"no","god",13
"not","i",13
"not","one",13
"not","really",13
"not","too",13
"noted","that",13
"now","we",13
"of","times",13
"olive","oil",13
"on","april",13
"on","in",13
"once","again",13
"one","has",13
"one","who",13
"or","other",13
"paid","for",13
"points","in",13
"police","department",13
"portion","of",13
"put","together",13
"questions","about",13
"quite","a",13
"range","of",13
"realize","that",13
"reason","i",13
"recent","years",13
"remember","that",13
"response","to",13
"rt","i",13
"same","as",13
"same","thing",13
"see","him",13
"see","my",13
"seems","like",13
"sent","to",13
"she","knew",13
"she","wants",13
"should","i",13
"so","if",13
"some","more",13
"son","of",13
"start","of",13
"started","with",13
"story","and",13
"such","an",13
"sure","the",13
"than","any",13
"that","just",13
"that","makes",13
"that","many",13
"that","much",13
"that","our",13
"that","some",13
"that","your",13
"the","blazers",13
"the","block",13
"the","books",13
"the","business",13
"the","class",13
"the","course",13
"the","decision",13
"the","financial",13
"the","five",13
"the","free",13
"the","garden",13
"the","governor",13
"the","grand",13
"the","help",13
"the","key",13
"the","league",13
"the","light",13
"the","local",13
"the","menu",13
"the","obama",13
"the","office",13
"the","regular",13
"the","republican",13
"the","result",13
"the","space",13
"the","store",13
"the","theme",13
"the","war",13
"them","a",13
"then","he",13
"there","i",13
"they","may",13
"things","in",13
