"unigram","bigram","trigram","freq"
"is","so","much",6
"is","such","a",6
"is","to","be",6
"is","why","i",6
"it","and","i",6
"it","feels","like",6
"it","for","the",6
"it","is","only",6
"it","is","very",6
"it","might","have",6
"it","on","your",6
"it","takes","to",6
"it","was","just",6
"its","not","the",6
"its","one","of",6
"ive","had","a",6
"know","about","the",6
"know","if","we",6
"know","that","the",6
"know","what","to",6
"know","what","you",6
"known","as","the",6
"learn","more","about",6
"looked","at","the",6
"lot","of","fun",6
"majority","of","the",6
"make","it","happen",6
"me","if","you",6
"me","on","the",6
"me","that","i",6
"might","be","the",6
"more","likely","to",6
"more","of","the",6
"more","than","i",6
"more","than","one",6
"more","than","two",6
"most","of","my",6
"most","of","us",6
"much","better","than",6
"must","have","been",6
"my","husband","and",6
"my","life","is",6
"my","name","is",6
"next","to","a",6
"no","more","than",6
"not","be","able",6
"not","in","the",6
"not","talking","about",6
"not","to","be",6
"nothing","to","do",6
"of","course","i",6
"of","his","life",6
"of","more","than",6
"of","some","of",6
"of","the","church",6
"of","the","constitution",6
"of","the","great",6
"of","the","movie",6
"of","the","old",6
"of","the","original",6
"of","the","past",6
"of","the","second",6
"of","the","show",6
"of","the","states",6
"of","the","things",6
"of","the","two",6
"of","their","own",6
"of","ways","to",6
"on","a","new",6
"on","all","the",6
"on","my","own",6
"on","the","board",6
"on","the","new",6
"on","the","street",6
"on","the","subject",6
"on","the","table",6
"one","or","two",6
"one","thing","that",6
"open","to","the",6
"out","for","a",6
"out","of","control",6
"out","of","her",6
"out","of","this",6
"out","with","a",6
"over","the","course",6
"over","the","top",6
"passes","for","yards",6
"percent","to","percent",6
"picked","up","a",6
"picture","of","the",6
"plans","for","the",6
"pleaded","guilty","to",6
"point","of","view",6
"put","on","the",6
"rather","than","the",6
"removed","from","the",6
"result","of","the",6
"s","and","s",6
"said","in","an",6
"said","she","was",6
"said","that","the",6
"seemed","to","be",6
"she","is","the",6
"she","said","she",6
"she","said","the",6
"she","wants","to",6
"sides","of","the",6
"so","that","the",6
"some","people","have",6
"some","sort","of",6
"soon","as","i",6
"start","of","the",6
"that","could","be",6
"that","doesnt","mean",6
"that","i","cant",6
"that","i","need",6
"that","i","should",6
"that","is","the",6
"that","the","company",6
"that","they","are",6
"that","will","be",6
"the","associated","press",6
"the","case","and",6
"the","door","and",6
"the","edge","of",6
"the","first","thing",6
"the","first","two",6
"the","flow","of",6
"the","form","of",6
"the","last","few",6
"the","last","years",6
"the","next","generation",6
"the","obama","administration",6
"the","one","in",6
"the","one","that",6
"the","ones","who",6
"the","opening","of",6
"the","other","day",6
"the","past","decade",6
"the","power","of",6
"the","program","is",6
"the","reason","i",6
"the","right","to",6
"the","same","way",6
"the","second","round",6
"the","sense","of",6
"the","state","department",6
"the","supreme","court",6
"the","things","i",6
"the","time","they",6
"the","value","of",6
"the","world","is",6
"the","world","of",6
"then","theres","the",6
"there","are","many",6
"there","is","always",6
"there","may","be",6
"there","was","nothing",6
"they","have","the",6
"they","will","be",6
"things","that","i",6
"this","has","been",6
"this","past","week",6
"those","of","us",6
"thought","it","would",6
"time","i","was",6
"time","in","the",6
"to","be","around",6
"to","be","part",6
"to","call","it",6
"to","come","in",6
"to","come","out",6
"to","come","to",6
"to","comment","on",6
"to","cope","with",6
"to","do","and",6
"to","do","anything",6
"to","do","to",6
"to","each","other",6
"to","enjoy","the",6
"to","get","her",6
"to","get","into",6
"to","give","me",6
"to","give","them",6
"to","give","up",6
"to","go","home",6
"to","go","into",6
"to","hang","out",6
"to","have","an",6
"to","keep","them",6
"to","life","in",6
"to","live","in",6
"to","make","that",6
"to","make","this",6
"to","me","i",6
"to","one","of",6
"to","participate","in",6
"to","pay","a",6
"to","protect","the",6
"to","reduce","the",6
"to","run","the",6
"to","say","it",6
"to","show","that",6
"to","start","the",6
"to","step","up",6
"to","the","ground",6
"to","the","other",6
"to","the","public",6
"to","the","top",6
"to","this","report",6
"to","try","and",6
"to","win","a",6
"to","worry","about",6
"turned","out","to",6
"two","or","three",6
"two","years","and",6
"up","in","a",6
"us","department","of",6
"us","in","the",6
"used","as","a",6
"version","of","the",6
"want","to","put",6
"wanted","to","make",6
"was","a","great",6
"was","a","very",6
"was","at","the",6
"was","out","of",6
"way","back","to",6
"way","to","get",6
"way","to","go",6
"we","can","get",6
"we","live","in",6
"we","were","all",6
"what","happened","to",6
"what","i","did",6
"what","i","want",6
"what","i","would",6
"what","you","do",6
"what","you","want",6
"whats","your","favorite",6
"when","it","was",6
"when","they","are",6
"where","are","you",6
"where","you","can",6
"who","wants","to",6
"why","is","it",6
"will","be","in",6
"will","be","on",6
"will","be","there",6
"wish","i","was",6
"with","all","of",6
"witness","that","there",6
"work","for","the",6
"work","for","you",6
"x","x","x",6
"years","ago","and",6
"years","from","now",6
"yes","i","am",6
"you","can","get",6
"you","get","a",6
"you","have","no",6
"you","have","the",6
"you","know","i",6
"you","may","be",6
"you","never","know",6
"you","on","the",6
"you","to","be",6
"a","great","job",5
"a","guy","who",5
"a","high","of",5
"a","lack","of",5
"a","large","bowl",5
"a","life","that",5
"a","little","while",5
"a","lot","about",5
"a","new","york",5
"a","place","where",5
"a","position","to",5
"a","range","of",5
"a","small","bowl",5
"a","visit","to",5
"a","whole","lot",5
"able","to","do",5
"able","to","get",5
"about","it","but",5
"across","the","room",5
"across","the","state",5
"added","to","the",5
"after","months","of",5
"alive","and","well",5
"all","of","my",5
"all","the","other",5
"all","the","things",5
"am","not","a",5
"among","other","things",5
"an","array","of",5
"and","a","little",5
"and","as","we",5
"and","get","the",5
"and","had","a",5
"and","has","been",5
"and","he","didnt",5
"and","he","was",5
"and","her","husband",5
"and","hope","to",5
"and","i","actually",5
"and","i","could",5
"and","i","do",5
"and","i","got",5
"and","i","like",5
"and","i","thought",5
"and","i","want",5
"and","it","doesnt",5
"and","it","wasnt",5
"and","its","not",5
"and","let","me",5
"and","make","it",5
"and","not","just",5
"and","now","its",5
"and","out","of",5
"and","that","is",5
"and","the","rest",5
"and","the","two",5
"and","they","were",5
"and","to","have",5
"and","we","need",5
"and","went","on",5
"any","kind","of",5
"appeared","to","be",5
"are","about","to",5
"are","expected","to",5
"are","having","a",5
"are","looking","at",5
"are","on","the",5
"are","the","most",5
"are","the","only",5
"are","willing","to",5
"as","a","child",5
"as","i","was",5
"as","it","is",5
"as","much","of",5
"as","they","are",5
"as","well","and",5
"aspects","of","the",5
"at","the","beginning",5
"at","the","hospital",5
"at","the","last",5
"at","the","start",5
"attention","to","the",5
"back","in","a",5
"back","of","the",5
"back","to","a",5
"be","a","little",5
"be","at","the",5
"be","done","in",5
"be","in","a",5
"be","interesting","to",5
"be","one","of",5
"be","the","most",5
"because","he","is",5
"because","i","have",5
"because","of","his",5
"been","a","while",5
"been","made","in",5
"before","it","was",5
"being","on","the",5
"believe","that","the",5
"best","of","luck",5
"better","than","the",5
"big","fan","of",5
"board","of","education",5
"but","at","least",5
"but","for","now",5
"but","i","couldnt",5
"but","im","not",5
"but","it","will",5
"but","not","a",5
"but","she","was",5
"but","that","doesnt",5
"but","the","obama",5
"but","there","are",5
"but","theres","a",5
"but","this","was",5
"but","we","have",5
"but","what","i",5
"but","with","the",5
"by","some","of",5
"call","it","a",5
"can","be","found",5
"can","lead","to",5
"can","see","that",5
"chance","to","win",5
"check","out","my",5
"chief","of","staff",5
"come","out","of",5
"comes","from","the",5
"comment","on","the",5
"concerned","about","the",5
"continue","to","do",5
"copy","of","the",5
"could","not","be",5
"deal","with","it",5
"decided","to","give",5
"decided","to","make",5
"department","of","justice",5
"depending","on","the",5
"did","not","know",5
"do","i","know",5
"do","it","for",5
"do","not","want",5
"dont","know","why",5
"down","on","the",5
"down","the","stretch",5
"during","the","first",5
"edge","of","the",5
"even","have","a",5
"even","if","they",5
"even","in","the",5
"even","though","the",5
"ever","heard","of",5
"excited","to","see",5
"followed","by","a",5
"for","a","big",5
"for","a","couple",5
"for","good","measure",5
"for","his","first",5
"for","many","years",5
"for","me","and",5
"for","one","of",5
"for","people","to",5
"for","some","of",5
"for","the","big",5
"for","the","district",5
"for","the","ff",5
"for","the","game",5
"for","the","second",5
"for","the","state",5
"for","two","years",5
"for","yards","and",5
"found","in","the",5
"found","out","that",5
"from","the","first",5
"from","the","north",5
"full","text","campaign",5
"g","fat","g",5
"gas","and","electric",5
"get","a","new",5
"get","all","the",5
"getting","to","know",5
"give","them","a",5
"give","you","the",5
"go","to","sleep",5
"go","to","work",5
"going","to","look",5
"going","to","miss",5
"good","luck","to",5
"great","deal","of",5
"had","a","blast",5
"had","a","dream",5
"had","never","been",5
"had","not","been",5
"had","planned","to",5
"hang","out","with",5
"happy","new","year",5
"happy","to","have",5
"has","become","a",5
"has","made","a",5
"have","a","chance",5
"have","a","couple",5
"have","access","to",5
"have","to","find",5
"have","to","make",5
"have","to","wait",5
"have","you","ever",5
"he","has","been",5
"he","said","in",5
"he","tried","to",5
"he","was","arrested",5
"he","was","so",5
"he","will","not",5
"her","as","a",5
"here","are","the",5
"here","is","the",5
"his","ability","to",5
"history","of","the",5
"hope","you","all",5
"how","do","i",5
"how","much","you",5
"how","you","can",5
"i","also","had",5
"i","am","on",5
"i","can","get",5
"i","can","have",5
"i","cant","stand",5
"i","did","it",5
"i","didnt","see",5
"i","didnt","want",5
"i","find","myself",5
"i","for","one",5
"i","had","been",5
"i","hate","when",5
"i","hate","you",5
"i","have","ever",5
"i","have","in",5
"i","have","seen",5
"i","hope","that",5
"i","just","wanted",5
"i","kind","of",5
"i","knew","that",5
"i","know","how",5
"i","know","its",5
"i","look","at",5
"i","love","this",5
"i","may","have",5
"i","miss","you",5
"i","said","i",5
"i","saw","that",5
"i","see","you",5
"i","still","have",5
"i","think","is",5
"i","think","you",5
"i","thought","they",5
"i","took","the",5
"i","was","able",5
"i","was","always",5
"i","wonder","if",5
"i","would","make",5
"i","would","never",5
"if","we","are",5
"if","we","can",5
"if","we","could",5
"if","you","find",5
"if","you","havent",5
"if","you","know",5
"if","you","look",5
"if","you","love",5
"if","youre","going",5
"im","looking","for",5
"im","not","trying",5
"im","off","to",5
"im","proud","of",5
"im","so","glad",5
"in","a","good",5
"in","a","letter",5
"in","a","place",5
"in","a","position",5
"in","a","series",5
"in","an","effort",5
"in","an","interview",5
"in","for","a",5
"in","free","agency",5
"in","high","school",5
"in","line","with",5
"in","my","head",5
"in","real","life",5
"in","recent","weeks",5
"in","san","diego",5
"in","san","francisco",5
"in","some","cases",5
"in","south","africa",5
"in","the","afternoon",5
"in","the","bible",5
"in","the","bottom",5
"in","the","community",5
"in","the","corner",5
